Label,Text,#term,#ascii/(#ascii+#digit+#punctuation),#digit/(#ascii+#digit+#punctuation),#digit/#ascii,%kwName,%kwAddress,%kwPhone,#max_digit_skip_0 >= 7,#max_digit_skip_0 = 0,first_character_ascii,first_character_digit,last_character_ascii,last_character_digit
0,le trung tinh,3,1.0,0.0,0.0,0,0.0,0.0,0,1,1,0,1,0
0,le vĩnh truong,3,1.0,0.0,0.0,0,0.0,0.0,0,1,1,0,1,0
0,phanhong chuong,2,1.0,0.0,0.0,0,0.0,0.0,0,1,1,0,1,0
0,nguyen quang duc,3,1.0,0.0,0.0,0,0.0,0.0,0,1,1,0,1,0
0,dinh van quyet,3,1.0,0.0,0.0,0,0.0,0.0,0,1,1,0,1,0
0,manh cuong nguyen,3,1.0,0.0,0.0,0,0.0,0.0,0,1,1,0,1,0
0,nguyen hoang anh,3,1.0,0.0,0.0,0,0.0,0.0,0,1,1,0,1,0
0,pham song thu,3,1.0,0.0,0.0,0,0.0,0.0,0,1,1,0,1,0
0,nguyen viet thang,3,1.0,0.0,0.0,0,0.0,0.0,0,1,1,0,1,0
0,le ngoc minh,3,1.0,0.0,0.0,0,0.0,0.0,0,1,1,0,1,0
0,nguyen thi hoi,3,1.0,0.0,0.0,0,0.0,0.0,0,1,1,0,1,0
0,van toan,2,1.0,0.0,0.0,0,0.0,0.0,0,1,1,0,1,0
0,steve  mai,2,1.0,0.0,0.0,0,0.0,0.0,0,1,1,0,1,0
0,le ngoc mai,3,1.0,0.0,0.0,0,0.0,0.0,0,1,1,0,1,0
0,thanh van,2,1.0,0.0,0.0,0,0.0,0.0,0,1,1,0,1,0
0,pham kien thuc,3,1.0,0.0,0.0,0,0.0,0.0,0,1,1,0,1,0
0,le quang,2,1.0,0.0,0.0,0,0.0,0.0,0,1,1,0,1,0
0,nguyen tran dang phu,4,1.0,0.0,0.0,0,0.0,0.0,0,1,1,0,1,0
0,nuyen huy tuyen,3,1.0,0.0,0.0,0,0.0,0.0,0,1,1,0,1,0
0,cater2yourflavor llc,2,0.9473684210526315,0.05263157894736842,0.05555555555555555,0,0.0,0.0,0,0,1,0,1,0
0,huynh phi long,3,1.0,0.0,0.0,0,0.0,0.0,0,1,1,0,1,0
0,nguyen quang a,3,1.0,0.0,0.0,0,0.0,0.0,0,1,1,0,1,0
0,dieu chinh lu,3,1.0,0.0,0.0,0,0.0,0.0,0,1,1,0,1,0
0,cao xuan hong linh,4,1.0,0.0,0.0,0,0.0,0.0,0,1,1,0,1,0
0,vu thi phuong anh,4,1.0,0.0,0.0,0,0.0,0.0,0,1,1,0,1,0
0,le ngoc luong,3,1.0,0.0,0.0,0,0.0,0.0,0,1,1,0,1,0
0,chien tran tien,3,1.0,0.0,0.0,0,0.0,0.0,0,1,1,0,1,0
0,thuy my,2,1.0,0.0,0.0,0,0.0,0.0,0,1,1,0,1,0
0,mai huu duy,3,1.0,0.0,0.0,0,0.0,0.0,0,1,1,0,1,0
0,mai thuy dung,3,1.0,0.0,0.0,0,0.0,0.0,0,1,1,0,1,0
0,dang xuan chau,3,1.0,0.0,0.0,0,0.0,0.0,0,1,1,0,1,0
0,nguyen quoc chuong,3,1.0,0.0,0.0,0,0.0,0.0,0,1,1,0,1,0
0,nguyen hoai tuong,3,1.0,0.0,0.0,0,0.0,0.0,0,1,1,0,1,0
0,hoang long,2,1.0,0.0,0.0,0,0.0,0.0,0,1,1,0,1,0
0,nguyen huu loc,3,1.0,0.0,0.0,0,0.0,0.0,0,1,1,0,1,0
0,nguyen manh kim,3,1.0,0.0,0.0,0,0.0,0.0,0,1,1,0,1,0
